"HPID","MPID","MPterm","HPterm"
"HP:0001371","MP:0030798","joint contracture","Flexion contracture"
"HP:0001373","MP:0030795","joint dislocation","Joint dislocation"
"HP:0001376","MP:0030863","decreased joint mobility","Limitation of joint mobility"
"HP:0001384","MP:0030829","abnormal hip joint morphology","Abnormal hip joint morphology"
"HP:0001386","MP:0002936","joint swelling","Joint swelling"
"HP:0001388","MP:0030797","joint laxity","Joint laxity"
"HP:0001394","MP:0003046","liver cirrhosis","Cirrhosis"
"HP:0001395","MP:0003333","liver fibrosis","Hepatic fibrosis"
"HP:0001396","MP:0000610","cholestasis","Cholestasis"
"HP:0001397","MP:0002628","hepatic steatosis","Hepatic steatosis"
"HP:0001399","MP:0003326","liver failure","Hepatic failure"
"HP:0001403","MP:0031115","macrovesicular hepatic steatosis","Macrovesicular hepatic steatosis"
"HP:0001406","MP:0005415","intrahepatic cholestasis","Intrahepatic cholestasis"
"HP:0001407","MP:0003327","liver cyst","Hepatic cysts"
"HP:0001408","MP:0003255","bile duct proliferation","Bile duct proliferation"
"HP:0001409","MP:0003328","portal hypertension","Portal hypertension"
"HP:0001410","MP:0003325","decreased liver function","Decreased liver function"
"HP:0001414","MP:0031116","microvesicular hepatic steatosis","Microvesicular hepatic steatosis"
"HP:0001433","MP:0031058","hepatosplenomegaly","Hepatosplenomegaly"
"HP:0001440","MP:0004642","fused metatarsal bones","Metatarsal synostosis"
"HP:0001508","MP:0001732","postnatal growth retardation","Failure to thrive"
"HP:0001511","MP:0010865","prenatal growth retardation","Intrauterine growth retardation"
"HP:0001513","MP:0001261","obese","Obesity"
"HP:0001537","MP:0010146","umbilical hernia","Umbilical hernia"
"HP:0001539","MP:0003052","omphalocele","Omphalocele"
"HP:0001541","MP:0005324","ascites","Ascites"
"HP:0001543","MP:0000757","herniated abdominal wall","Gastroschisis"
"HP:0001547","MP:0004624","abnormal thoracic cage morphology","Abnormal rib cage morphology"
"HP:0001549","MP:0002581","abnormal ileum morphology","Abnormal ileum morphology"
"HP:0001552","MP:0001268","barrel chest","Barrel-shaped chest"
"HP:0001561","MP:0004020","polyhydramnios","Polyhydramnios"
"HP:0001562","MP:0012171","oligohydramnios","Oligohydramnios"
"HP:0001571","MP:0030505","tooth impaction","Multiple impacted teeth"
"HP:0001572","MP:0030091","macrodontia","Macrodontia"
"HP:0001586","MP:0011829","vesicovaginal fistula","Vesicovaginal fistula"
"HP:0001593","MP:0030080","small lower incisors","Maxillary lateral incisor microdontia"
"HP:0001596","MP:0000414","alopecia","Alopecia"
"HP:0001602","MP:0012491","larynx stenosis","Laryngeal stenosis"
"HP:0001607","MP:0030001","subglottis stenosis","Subglottic stenosis"
"HP:0001622","MP:0012009","early parturition","Premature birth"
"HP:0001627","MP:0000266","abnormal heart morphology","Abnormal heart morphology"
"HP:0001629","MP:0010402","ventricular septal defect","Ventricular septal defect"
"HP:0001631","MP:0010403","atrial septal defect","Atrial septal defect"
"HP:0001633","MP:0000286","abnormal mitral valve morphology","Abnormal mitral valve morphology"
"HP:0001634","MP:0006120","mitral valve prolapse","Mitral valve prolapse"
"HP:0001635","MP:0006138","congestive heart failure","Congestive heart failure"
"HP:0001637","MP:0005329","abnormal myocardium layer morphology","Abnormal myocardium morphology"
"HP:0001638","MP:0005330","cardiomyopathy","Cardiomyopathy"
"HP:0001640","MP:0000274","enlarged heart","Cardiomegaly"
"HP:0001641","MP:0002748","abnormal pulmonary valve morphology","Abnormal pulmonary valve morphology"
"HP:0001642","MP:0006128","pulmonary valve stenosis","Pulmonic stenosis"
"HP:0001643","MP:0003139","patent ductus arteriosus","Patent ductus arteriosus"
"HP:0001644","MP:0002795","dilated cardiomyopathy","Dilated cardiomyopathy"
"HP:0001646","MP:0002747","abnormal aortic valve morphology","Abnormal aortic valve morphology"
"HP:0001647","MP:0010484","bicuspid aortic valve","Bicuspid aortic valve"
"HP:0001649","MP:0002626","increased heart rate","Tachycardia"
"HP:0001650","MP:0006117","aortic valve stenosis","Aortic valve stenosis"
"HP:0001651","MP:0000644","dextrocardia","Dextrocardia"
"HP:0001653","MP:0006045","mitral valve regurgitation","Mitral regurgitation"
"HP:0001654","MP:0000285","abnormal heart valve morphology","Abnormal heart valve morphology"
"HP:0001655","MP:0004225","patent cardiac foramen ovale","Patent foramen ovale"
"HP:0001657","MP:0003233","prolonged QT interval","Prolonged QT interval"
"HP:0001659","MP:0006047","aortic valve regurgitation","Aortic regurgitation"
"HP:0001660","MP:0002633","persistent truncus arteriosis","Truncus arteriosus"
"HP:0001662","MP:0005333","decreased heart rate","Bradycardia"
"HP:0001663","MP:0006110","ventricular fibrillation","Ventricular fibrillation"
"HP:0001667","MP:0000276","heart right ventricle hypertrophy","Right ventricular hypertrophy"
"HP:0001671","MP:0006113","abnormal heart septum morphology","Abnormal cardiac septum morphology"
"HP:0001674","MP:0010413","complete atrioventricular septal defect","Complete atrioventricular canal defect"
"HP:0001678","MP:0010519","atrioventricular block","Atrioventricular block"
"HP:0001679","MP:0000272","abnormal aorta morphology","Abnormal aortic morphology"
"HP:0001680","MP:0010463","aorta stenosis","Coarctation of aorta"
"HP:0001680","MP:0003387","aorta coarctation","Coarctation of aorta"
"HP:0001681","MP:0006112","angina","Angina pectoris"
"HP:0001683","MP:0011660","ectopia cordis","Ectopia cordis"
"HP:0001684","MP:0010405","ostium secundum atrial septal defect","Secundum atrial septal defect"
"HP:0001688","MP:0010637","sinus bradycardia","Sinus bradycardia"
"HP:0001691","MP:0010612","muscular subaortic stenosis","Muscular subvalvular aortic stenosis"
"HP:0001694","MP:0031130","right-to-left shunt","Right-to-left shunt"
"HP:0001696","MP:0011252","situs inversus totalis","Situs inversus totalis"
"HP:0001697","MP:0000288","abnormal pericardium morphology","Abnormal pericardium morphology"
"HP:0001698","MP:0005312","pericardial effusion","Pericardial effusion"
"HP:0001700","MP:0006085","myocardium necrosis","Myocardial necrosis"
"HP:0001701","MP:0001857","pericarditis","Pericarditis"
"HP:0001702","MP:0002624","abnormal tricuspid valve morphology","Abnormal tricuspid valve morphology"
"HP:0001704","MP:0006125","tricuspid valve prolapse","Tricuspid valve prolapse"
"HP:0001707","MP:0003920","abnormal heart right ventricle morphology","Abnormal right ventricle morphology"
"HP:0001711","MP:0003921","abnormal heart left ventricle morphology","Abnormal left ventricle morphology"
"HP:0001712","MP:0002625","heart left ventricle hypertrophy","Left ventricular hypertrophy"
"HP:0001713","MP:0005294","abnormal heart ventricle morphology","Abnormal cardiac ventricle morphology"
"HP:0001718","MP:0006122","mitral valve stenosis","Mitral stenosis"
"HP:0001719","MP:0000284","double outlet right ventricle","Double outlet right ventricle"
"HP:0001733","MP:0001869","pancreas inflammation","Pancreatitis"
"HP:0001734","MP:0006261","annular pancreas","Annular pancreas"
"HP:0001737","MP:0003336","pancreas cyst","Pancreatic cysts"
"HP:0001738","MP:0003335","exocrine pancreatic insufficiency","Exocrine pancreatic insufficiency"
"HP:0001739","MP:0002251","abnormal nasopharynx morphology","Abnormal nasopharynx morphology"
"HP:0001741","MP:0003554","phimosis","Phimosis"
"HP:0001742","MP:0031101","nasal obstruction","Nasal congestion"
"HP:0001744","MP:0000691","enlarged spleen","Splenomegaly"
"HP:0001746","MP:0000690","absent spleen","Asplenia"
"HP:0001747","MP:0003342","accessory spleen","Accessory spleen"
"HP:0001748","MP:0003342","accessory spleen","Polysplenia"
"HP:0001750","MP:0010432","common ventricle","Single ventricle"
"HP:0001762","MP:0000576","clubfoot","Talipes equinovarus"
"HP:0001787","MP:0002907","abnormal parturition","Abnormal delivery"
"HP:0001789","MP:0002192","hydrops fetalis","Hydrops fetalis"
"HP:0001799","MP:0012399","short nails","Short nail"
"HP:0001824","MP:0001263","weight loss","Weight loss"
"HP:0001832","MP:0003072","abnormal metatarsal bone morphology","Abnormal metatarsal morphology"
"HP:0001872","MP:0004720","abnormal platelet morphology","Abnormality of thrombocytes"
"HP:0001873","MP:0003179","thrombocytopenia","Thrombocytopenia"
"HP:0001875","MP:0000222","decreased neutrophil cell number","Neutropenia"
"HP:0001876","MP:0005152","pancytopenia","Pancytopenia"
"HP:0001877","MP:0002447","abnormal erythrocyte morphology","Abnormal erythrocyte morphology"
"HP:0001878","MP:0010163","hemolysis","Hemolytic anemia"
"HP:0001878","MP:0001585","hemolytic anemia","Hemolytic anemia"
"HP:0001879","MP:0005061","abnormal eosinophil morphology","Abnormal eosinophil morphology"
"HP:0001880","MP:0005011","increased eosinophil cell number","Eosinophilia"
"HP:0001881","MP:0008246","abnormal leukocyte morphology","Abnormal leukocyte morphology"
"HP:0001882","MP:0000221","decreased leukocyte cell number","Leukopenia"
"HP:0001883","MP:0000576","clubfoot","Talipes"
"HP:0001888","MP:0005016","decreased lymphocyte cell number","Lymphopenia"
"HP:0001892","MP:0001914","hemorrhage","Abnormal bleeding"
"HP:0001894","MP:0005505","thrombocytosis","Thrombocytosis"
"HP:0001896","MP:0008941","reticulocytopenia","Reticulocytopenia"
"HP:0001899","MP:0002608","increased hematocrit","Increased hematocrit"
"HP:0001900","MP:0005564","increased hemoglobin content","Increased hemoglobin"
"HP:0001901","MP:0002872","polycythemia","Polycythemia"
"HP:0001902","MP:0030025","giant platelets","Giant platelets"
"HP:0001903","MP:0001577","anemia","Anemia"
"HP:0001911","MP:0002441","abnormal granulocyte morphology","Abnormal granulocyte morphology"
"HP:0001912","MP:0002422","abnormal basophil morphology","Abnormal basophil morphology"
"HP:0001913","MP:0000334","decreased granulocyte number","Granulocytopenia"
"HP:0001917","MP:0021147","renal amyloidosis","Renal amyloidosis"
"HP:0001920","MP:0011356","renal artery stenosis","Renal artery stenosis"
"HP:0001923","MP:0002640","reticulocytosis","Reticulocytosis"
"HP:0001927","MP:0010177","acanthocytosis","Acanthocytosis"
"HP:0001931","MP:0008387","hypochromic anemia","Hypochromic anemia"
"HP:0001933","MP:0031152","subcutaneous hemorrhage","Subcutaneous hemorrhage"
"HP:0001935","MP:0002810","microcytic anemia","Microcytic anemia"
"HP:0001939","MP:0005266","abnormal metabolism","Abnormality of metabolism/homeostasis"
"HP:0001941","MP:0003031","acidosis","Acidosis"
"HP:0001942","MP:0012551","metabolic acidosis","Metabolic acidosis"
"HP:0001943","MP:0000189","hypoglycemia","Hypoglycemia"
"HP:0001944","MP:0001429","dehydration","Dehydration"
"HP:0001946","MP:0030970","ketosis","Ketosis"
"HP:0001947","MP:0000525","renal tubular acidosis","Renal tubular acidosis"
"HP:0001948","MP:0003028","alkalosis","Alkalosis"
"HP:0001952","MP:0005293","impaired glucose tolerance","Glucose intolerance"
"HP:0001952","MP:0005291","abnormal glucose tolerance","Glucose intolerance"
"HP:0001959","MP:0001426","polydipsia","Polydipsia"
"HP:0001961","MP:0002188","small heart","Hypoplastic heart"
"HP:0001961","MP:0002740","heart hypoplasia","Hypoplastic heart"
"HP:0001965","MP:0030178","abnormal scalp morphology","Abnormal scalp morphology"
"HP:0001966","MP:0011339","abnormal glomerular mesangium morphology","Abnormal glomerular mesangium morphology"
"HP:0001967","MP:0011353","expanded mesangial matrix","Diffuse mesangial sclerosis"
"HP:0001970","MP:0011405","tubulointerstitial nephritis","Tubulointerstitial nephritis"
"HP:0001972","MP:0002811","macrocytic anemia","Macrocytic anemia"
"HP:0001974","MP:0000218","increased leukocyte cell number","Leukocytosis"
"HP:0001977","MP:0005048","abnormal thrombosis","Abnormal thrombosis"
"HP:0001978","MP:0000240","extramedullary hematopoiesis","Extramedullary hematopoiesis"
"HP:0001981","MP:0000314","schistocytosis","Schistocytosis"
"HP:0001987","MP:0005309","increased circulating ammonia level","Hyperammonemia"
"HP:0001992","MP:0030612","organic aciduria","Organic aciduria"
"HP:0001993","MP:0030971","ketoacidosis","Ketoacidosis"
"HP:0001999","MP:0003743","abnormal facial morphology","Abnormal facial shape"
"HP:0001999","MP:0030071","abnormal face shape","Abnormal facial shape"
"HP:0002003","MP:0030042","large forehead","Large forehead"
"HP:0002006","MP:0008797","facial cleft","Facial cleft"
"HP:0002007","MP:0030049","prominent forehead","Frontal bossing"
"HP:0002007","MP:0030263","cranial bossing","Frontal bossing"
"HP:0002007","MP:0030262","frontal bossing","Frontal bossing"
"HP:0002010","MP:0030248","narrow maxilla","Narrow maxilla"
"HP:0002013","MP:0003260","vomiting","Vomiting"
"HP:0002014","MP:0005036","diarrhea","Diarrhea"
"HP:0002015","MP:0003158","dysphagia","Dysphagia"
"HP:0002018","MP:0003259","nausea","Nausea"
"HP:0002019","MP:0003267","constipation","Constipation"
"HP:0002020","MP:0003286","gastroesophageal reflux","Gastroesophageal reflux"
"HP:0002021","MP:0003307","pyloric stenosis","Pyloric stenosis"
"HP:0002023","MP:0003130","anal atresia","Anal atresia"
"HP:0002023","MP:0008999","absent anus","Anal atresia"
"HP:0002025","MP:0009052","anal stenosis","Anal stenosis"
"HP:0002028","MP:0001665","chronic diarrhea","Chronic diarrhea"
"HP:0002031","MP:0000467","abnormal esophagus morphology","Abnormal esophagus morphology"
"HP:0002032","MP:0003276","esophageal atresia","Esophageal atresia"
"HP:0002035","MP:0000493","rectal prolapse","Rectal prolapse"
"HP:0002036","MP:0003258","hiatal hernia","Hiatus hernia"
"HP:0002043","MP:0010884","esophagus stenosis","Esophageal stricture"
"HP:0002045","MP:0005534","decreased body temperature","Hypothermia"
"HP:0002048","MP:0011423","kidney cortex atrophy","Renal cortical atrophy"
"HP:0002067","MP:0005156","bradykinesia","Bradykinesia"
"HP:0002069","MP:0003997","tonic-clonic seizures","Bilateral tonic-clonic seizure"
"HP:0002084","MP:0012260","encephalomeningocele","Encephalocele"
"HP:0002088","MP:0001175","abnormal lung morphology","Abnormal lung morphology"
"HP:0002089","MP:0001178","pulmonary hypoplasia","Pulmonary hypoplasia"
"HP:0002089","MP:0003641","small lung","Pulmonary hypoplasia"
"HP:0002090","MP:0001861","lung inflammation","Pneumonia"
"HP:0002093","MP:0001953","respiratory failure","Respiratory insufficiency"
"HP:0002094","MP:0001954","respiratory distress","Dyspnea"
"HP:0002097","MP:0001958","emphysema","Emphysema"
"HP:0002098","MP:0001954","respiratory distress","Respiratory distress"
"HP:0002102","MP:0031053","pleuritis","Pleuritis"
"HP:0002103","MP:0010820","abnormal pleura morphology","Abnormal pleura morphology"
"HP:0002104","MP:0001957","apnea","Apnea"
"HP:0002105","MP:0031100","hemoptysis","Hemoptysis"
"HP:0002107","MP:0010822","pneumothorax","Pneumothorax"
"HP:0002107","MP:0001177","atelectasis","Pneumothorax"
"HP:0002110","MP:0011012","bronchiectasis","Bronchiectasis"
"HP:0002118","MP:0000822","abnormal brain ventricle morphology","Abnormal cerebral ventricle morphology"
"HP:0002119","MP:0012676","dilated brain ventricle","Ventriculomegaly"
"HP:0002119","MP:0011380","enlarged brain ventricles","Ventriculomegaly"
"HP:0002121","MP:0003216","absence seizures","Generalized non-motor (absence) seizure"
"HP:0002138","MP:0031109","subarachnoid hemorrhage","Subarachnoid hemorrhage"
"HP:0002148","MP:0000198","decreased circulating phosphate level","Hypophosphatemia"
"HP:0002149","MP:0008821","increased blood uric acid level","Hyperuricemia"
"HP:0002150","MP:0005441","increased urine calcium level","Hypercalciuria"
"HP:0002152","MP:0005568","increased circulating total protein level","Hyperproteinemia"
"HP:0002153","MP:0012339","hyperkalemia","Hyperkalemia"
"HP:0002153","MP:0005627","increased circulating potassium level","Hyperkalemia"
"HP:0002154","MP:0030655","increased circulating glycine level","Hyperglycinemia"
"HP:0002155","MP:0001552","increased circulating triglyceride level","Hypertriglyceridemia"
"HP:0002157","MP:0009644","uremia","Azotemia"
"HP:0002161","MP:0030718","increased circulating lysine level","Hyperlysinemia"
"HP:0002164","MP:0000579","abnormal nail morphology","Nail dysplasia"
"HP:0002170","MP:0001915","intracranial hemorrhage","Intracranial hemorrhage"
"HP:0002171","MP:0002183","gliosis","Gliosis"
"HP:0002179","MP:0002880","opisthotonus","Opisthotonus"
"HP:0002180","MP:0002229","neurodegeneration","Neurodegeneration"
"HP:0002181","MP:0011854","cerebral edema","Cerebral edema"
"HP:0002185","MP:0003214","neurofibrillary tangles","Neurofibrillary tangles"
"HP:0002198","MP:0000829","dilated fourth ventricle","Dilated fourth ventricle"
"HP:0002198","MP:0008534","enlarged fourth ventricle","Dilated fourth ventricle"
"HP:0002202","MP:0010334","pleural effusion","Pleural effusion"
"HP:0002204","MP:0031080","pulmonary embolism","Pulmonary embolism"
"HP:0002206","MP:0006050","pulmonary fibrosis","Pulmonary fibrosis"
"HP:0002208","MP:0002832","coarse hair","Coarse hair"
